unique couple ID,are they siblings?,# votes,Yes' answers,No' answers,first picture,second picture
0177_0173,-1,444,158,286,"177/DSC0707","173/DSC0682"
0178_0176,-1,444,26,418,"178_178","176_176"
0178_0177,1,443,131,312,"178_178","177/DSC0707"
0182_0181,1,444,369,75,"182/DSC0720","181/DSC0714"
0183_0181,-1,444,156,288,"183/DSC0729","181/DSC0714"
0184_0182,-1,443,50,393,"184/DSC0736","182/DSC0720"
0184_0183,1,444,211,233,"184/DSC0736","183/DSC0729"
0186_0185,1,443,135,308,"186/DSC0751","185/DSC0743"
0190_0185,-1,443,45,398,"190/DSC0784","185/DSC0743"
0191_0186,-1,443,273,170,"191/DSC0791","186/DSC0751"
0191_0190,1,443,68,375,"191/DSC0791","190/DSC0784"
0193_0192,1,444,275,169,"193/DSC0806","192/DSC0801"
0194_0192,-1,443,87,356,"194/DSC0812","192/DSC0801"
0195_0193,-1,443,187,256,"195_195","193/DSC0806"
0195_0194,1,444,99,345,"195_195","194/DSC0812"
0199_0198,1,444,232,212,"199/DSC0829","198/DSC0822"
0201_0198,-1,443,42,401,"201/DSC0852","198/DSC0822"
0202_0199,-1,444,68,376,"202/DSC0859","199/DSC0829"
0202_0201,1,444,231,213,"202/DSC0859","201/DSC0852"
0205_0204,1,443,91,352,"205/DSC0875","204/DSC0868"
0207_0204,-1,443,104,339,"207/DSC0882","204/DSC0868"
0207_0205,-1,443,19,424,"207/DSC0882","205/DSC0875"
0208_0207,1,443,244,199,"208/DSC0888","207/DSC0882"
0209_0207,1,443,194,249,"209/DSC0898","207/DSC0882"
0209_0208,1,443,154,289,"209/DSC0898","208/DSC0888"
0210_0208,-1,443,35,408,"210/DSC2164","208/DSC0888"
0211_0208,-1,444,87,357,"211/DSC2170","208/DSC0888"
0211_0210,1,443,154,289,"211/DSC2170","210/DSC2164"
0212_0209,-1,444,42,402,"212/DSC2175","209/DSC0898"
0213_0209,-1,443,110,333,"213/DSC2184","209/DSC0898"
0213_0212,1,443,279,164,"213/DSC2184","212/DSC2175"
0217_0216,1,444,344,100,"217/DSC2217","216/DSC2209"
0218_0216,-1,444,75,369,"218/DSC2223","216/DSC2209"
0219_0217,-1,444,89,355,"219/DSC2232","217/DSC2217"
0219_0218,1,444,248,196,"219/DSC2232","218/DSC2223"
0221_0220,1,444,296,148,"221/DSC2256","220/DSC2248"
0224_0220,-1,444,116,328,"224/DSC2281","220/DSC2248"
0226_0221,-1,444,95,349,"226/DSC2297","221/DSC2256"
0227_0226,1,443,198,245,"227/DSC2305","226/DSC2297"
0228_0227,-1,444,53,391,"228/DSC2891","227/DSC2305"
0229_0228,1,443,244,199,"229/DSC2898","228/DSC2891"
0230_0229,-1,444,44,400,"230_230","229/DSC2898"
0231_0230,1,443,130,313,"231_231","230_230"
0236_0231,-1,444,70,374,"236/DSC2913","231_231"
0237_0236,1,444,125,319,"237/DSC2922","236/DSC2913"
0240_0237,-1,443,37,406,"240/DSC2946","237/DSC2922"
0247_0246,1,443,283,160,"247/DSC2966","246/DSC2982"
0248_0246,-1,443,110,333,"248/DSC2992","246/DSC2982"
0249_0247,-1,443,54,389,"249/DSC3002","247/DSC2966"
0249_0248,1,443,186,257,"249/DSC3002","248/DSC2992"
0251_0250,1,444,241,203,"251/DSC3023","250/DSC3013"
0254_0250,-1,443,159,284,"254/DSC3036","250/DSC3013"
0255_0251,-1,444,84,360,"255/DSC3048","251/DSC3023"
0255_0254,1,444,308,136,"255/DSC3048","254/DSC3036"
0259_0256,1,444,95,349,"259_259","256/DSC2975"
0260_0256,1,443,80,363,"260_260","256/DSC2975"
0260_0259,1,444,248,196,"260_260","259_259"
0261_0256,1,444,112,332,"261_261","256/DSC2975"
0261_0259,1,444,239,205,"261_261","259_259"
0261_0260,1,444,260,184,"261_261","260_260"
0262_0259,-1,444,19,425,"262/DSC3056","259_259"
0263_0259,-1,443,172,271,"263_263","259_259"
0263_0262,1,443,29,414,"263_263","262/DSC3056"
0266_0259,-1,444,25,419,"266/DSC3067","259_259"
0266_0260,-1,444,37,407,"266/DSC3067","260_260"
0267_0260,-1,443,116,327,"267/DSC3077","260_260"
0267_0261,-1,444,115,329,"267/DSC3077","261_261"
0267_0266,1,444,155,289,"267/DSC3077","266/DSC3067"
0268_0260,-1,443,124,319,"268/DSC3088","260_260"
0268_0261,-1,444,119,325,"268/DSC3088","261_261"
0268_0266,1,444,197,247,"268/DSC3088","266/DSC3067"
0268_0267,1,443,291,152,"268/DSC3088","267/DSC3077"
